model_path,calibration_method,split_strategy,test_rows,test_patients,test_event_rate,threshold,recommendation_rule,net_benefit_max_threshold,n_boot,ci_method,auroc,auroc_lower,auroc_upper,auprc,auprc_lower,auprc_upper,sensitivity,sensitivity_lower,sensitivity_upper,specificity,specificity_lower,specificity_upper,brier_score,brier_score_lower,brier_score_upper,calibration_slope,calibration_slope_lower,calibration_slope_upper,net_benefit,net_benefit_lower,net_benefit_upper,calibration_intercept,recommended_ppv,recommended_npv,recommended_flagged_high_risk,recommended_flagged_high_risk_pct
/tmp/claude-0/-home-user-Cardiac-Arrest-Risk-Modeling/690dac66-e2b0-5b14-9947-8e111df2d6e5/scratchpad/work/models/best_model.joblib,sigmoid,StratifiedGroupKFold by patient ID,1080,22,0.8814814814814815,0.7,highest threshold with sensitivity >= 0.90 to limit false alarms,0.05,1000,"patient-level (group) bootstrap, 2.5/97.5 percentiles",0.6985129989495797,0.18460092762952435,0.9870968745652707,0.939760394862174,0.7840141076372498,0.9984283896745223,0.9222689075630253,0.8235861347729052,0.983774404158215,0.5625,0.0,0.972972972972973,0.08715190374855655,0.029097703739509796,0.19724177256155978,0.5744835005049829,-0.48990474330637906,4.624044326216867,0.6919753086419753,0.26840626397078055,0.8973371615155098,0.8423011544003448,0.9400428265524625,0.4931506849315068,934,0.8648148148148148
